,Link,Good Characters,Bad Characters
1566,https://shanghai.anjuke.com/community/view/8,"
??
???????ABCD??????A?D???597?5?????270????????B?C???434?4?
??????????4000?????????????????????????????????????????
????????????????????????????????????????200??????????? ?
","
??
??????180??????????????????????????50%?????????????????????????
"
1567,https://shanghai.anjuke.com/community/view/8,"
??
?????????????????433??597?????????????????????
","
??
?????????????
"
1568,https://shanghai.anjuke.com/community/view/8,"
??
?????????????2007???6???????220???????????????400???????
????????????????????????????????????16????????12.7??
??????????2009??????????A,C???B,D?????????????????????
?????????????????????????100?????????1????????????????
??????????1000????????2????????????
","
??
???????????????????????????????????????
"
1569,https://shanghai.anjuke.com/community/view/8,"
??
????????290???????????????380??????IFC??
????????700????????????932??1200???????????9???
","
??
????????????/?????????????
"
1570,https://shanghai.anjuke.com/community/view/8,"
??
????????4????????????400?????????????
????????2006??????????????????????????????????????
?????????2??????900????????????????????
","
??
???????????????????????????????????
"
1571,https://shanghai.anjuke.com/community/view/8,"
??
?????????????????????434~598??????
???????????1?3???????????????????
","
??
??????????????????????????
"
1572,https://shanghai.anjuke.com/community/view/8,"
??
??????????ABCD4?????????434-598??A?D??????????????
??????????????????1?3??????????SPA??????????????????????
???????????????????????????????????????????????????
??????500???????????????????????2/4/9????????
??????500???9???????1000???2?????????????
","
??
???????????
"
1573,https://shanghai.anjuke.com/community/view/8,"
??
?????????ABCD4??B??C??3???????????431??A??D?????????597?
????????????????????1:3???????????????SPA?????????????
????????????? ????????200?? ????????150? ???????
?????????2??????520?????????????(791?961?????????)100??
","
??
?????????????????????????????
"
1574,https://shanghai.anjuke.com/community/view/8,"
??
??????????ABCD??????AD?????597????BC????434?4?
????????4000????????????????????????????????????????????
????????500????????????????????????????
?????????2??????450???????798??795??
???????????????????????
","
??
?????????????????
"
1575,https://shanghai.anjuke.com/community/view/8,"
??
??????????A?B?C?D????????A?D?????597??????????
????????4000????????????????????????????????????????
????????200?????????????1000????????
??????500???9??[????]1000???2??[????]
","
??
??????????
"
1576,https://shanghai.anjuke.com/community/view/8,"
??
??????????6?????????????????????434? 4?2?3? ????????
??????????????????????? SPA?????? ??????????
?????????2006???????????????2009??? ??????????????
???????????????15???????24H?????????????????????
","
??
????????????
"
1577,https://shanghai.anjuke.com/community/view/8,"
??
????????200?????????????? ???????1000???*?
???????????2??????300??798??????????795?????????????????
??????????????????????????????9?1?????35-60???
","
??
?????????????
"
1578,https://shanghai.anjuke.com/community/view/8,"
??
??????????434-767?????5+1?????876-986??????????????????
??????????1:3?????????????????????????SPA?
??????2006?????????????????????????????
","
??
?????????????
"
1579,https://shanghai.anjuke.com/community/view/8,"
??
??????????4??????????45????434-598?????????????
??????????4000????? ??????????????????????
????????????? ????????200?? ????????150????????????
","
??
???? ???????
"
1580,https://shanghai.anjuke.com/community/view/8,"
??
?????????????????????????597????434????????876-986??
???????????1:3???????????????????SPA??????????????
?????????????????????????????????????????153??
","
??
?????????????????34??
"
1581,https://shanghai.anjuke.com/community/view/8,"
??
???????????434???597????????????576-986??????????
???????????1?3????????????????spa?????????????
???????????????????????????????153??
???????????780??????550??????330??????410??
","
??
??????????????????????????????????????????????????????????????????
"
1582,https://shanghai.anjuke.com/community/view/8,"
??
???????????????? ??????434.597????? ?????50? ??????
??????????8:2 ?????????? ?????? ??????? ????????
","
??
?????? ?????? 7000??
"
1583,https://shanghai.anjuke.com/community/view/8,"
??
???????A/B/C/D4????????AD??579??????BC??430?????????????
??????????1.5????????????????????????????????????????1:3
????????????????4????????1????????2007??????????????????
????????????????200??????1000???????????????
??????????????????1000???500????????????
","
??
?????????????
"
1584,https://shanghai.anjuke.com/community/view/8,"
??
??????????ABCD4??B??C??3????431??????A??D???????597?????
????????????????????????????????????????????????????????
???????????????????????????ALT??????12?????????????????
??????2????????????????60??????????????????4????6???????
???????????????????????80%?????500??????????????40-60???
","
??
????1:1.9?????????????????
"
1585,https://shanghai.anjuke.com/community/view/8,"
??
?????????4??????434?-767??3?1???????????
????????200?????????????????????500???????????????????
","
??
??????????????
"
1586,https://shanghai.anjuke.com/community/view/8,"
??
???????????????A?D??????597???????BC??431?????
??????????????????????????????!
","
??
?????????????
"
1587,https://shanghai.anjuke.com/community/view/8,"
??
??????????434??597???????876—986???270?????
???????????????????????????????3:1
?????????????????????500??????????40—60???????
?????????????????24h??????
","
??
???????????????????
"
1588,https://shanghai.anjuke.com/community/view/8,"
??
??????????????AD?597?????1200???????BC?433?????768????
????????????1:1.9 ?????????????3000?????????????????????
??????300??????50??????40??????70????????800??????????
","
??
????20?????????
"
1589,https://shanghai.anjuke.com/community/view/8,"
??
??????????4???????434??597??????767?-1000??5?????
??????????4000??????????????????????????????
?????????300??????320???????10???????40?????????70??????
","
??
??????????????????
"
1590,https://shanghai.anjuke.com/community/view/8,"
??
???????A?B?C?D???????AD???597??????BC???434????????????
????????200???????????? 1000????????
????????500???9???????????1000???2????????
","
??
??????????
"
1591,https://shanghai.anjuke.com/community/view/8,"
??
??????????ABCD?????45??????433?-597?????????????????1?2
????????4000????????????????????????????????????????
???????????????????????????????????????????.???????
???????????????????????????????????????????
???????????????????????????????????35--65???
","
??
????????????
"
1592,https://shanghai.anjuke.com/community/view/8,"
??
???????4?ABCD??????????????????????431?-750??????????
????????????????????????????????????????...????????????
??????05???07????????????????????????????????????
???????????????9?????????2?????????500??????????????
","
??
1.?????????????
2.????????????
"
1593,https://shanghai.anjuke.com/community/view/8,"
??
?????????ABCD4??B??C??3???????????431??A??D?????????597?
????????????????????????????????????????????????????????
????????????????????????????????????????????????????????
????????2?????????500??????4????????6??????????9???????
????????A?360???????597??????1208??200??????????????7.4?
","
??
?????180?????5?????5??????????????4???????????????431?????8200??????????????????????
"
1594,https://shanghai.anjuke.com/community/view/8,"
??
??????A??????597??C????????435??
?????????????????????
?????????????:1:1.95???429??
?????????????????????????
???????????????????????????????15?/?/??
24h????????
","
??
?1????????????????
?2??????????????????
?3?????????????????????????????
"
1595,https://shanghai.anjuke.com/community/view/8,"
??
???????4??A?C???BD????BC?????431?AD??597??40??????767???
?????????50?????300??????1????????????
","
??
?????20?????????????????
"
1596,https://shanghai.anjuke.com/community/view/8,"
??
??????????????597????434????767?1000?????????????100??
????????????????04????09??????????????????????
??????????????????????????2??????300?????????????????
","
??
?????????????????34??????????2.05????????
"
1597,https://shanghai.anjuke.com/community/view/8,"
??
??????????ABCD????AD?597??BC?434???????????????*2
??????2005????2009????????????????????
????????2??????????????????????500??9????????
","
??
?????????????
"
